"Taxon","pval","qval","lfc"
"UniRef90_A0A3C0BI19",0.0496409459502116,1,1.01293884713435
"UniRef90_B9D2N3",0.0223148560485193,1,1.20135576281424
"UniRef90_J4KDX8",0.0353442879796815,1,1.33680908373177
"UniRef90_L1NIT5",0.0367758580504372,1,1.3516522631283
"UniRef90_UPI00036A705E",0.030701013666302,1,1.28884221625124
"UniRef90_A0A2C5ZYQ6",0.0376684079310797,1,-1.53560304995248
"UniRef90_A0A2C6B5N0",0.0490845707551963,1,1.48246804611326
"UniRef90_A0A318HQ74",0.0126563257891264,1,1.09246874254749
"UniRef90_A5TVF0",0.0478276116807227,1,1.46874420960797
"UniRef90_C8NB72",0.021783143797687,1,1.19568891109555
"UniRef90_C9MUM6",0.00229742974819815,0.700716073200436,2.76306363305905
"UniRef90_D3IKE1",0.0290191690761639,1,1.27146370168991
"UniRef90_D3IKU4",0.00151207353790954,0.462694502600319,2.45975910601261
"UniRef90_D3QZD1",0.0428034436506408,1,-1.67900971688642
"UniRef90_E0DE64",0.0456635400459381,1,-1.38500866795812
"UniRef90_F2UVA9",0.00890431429012646,1,2.84823633994275
"UniRef90_F9EDQ2",0.00790820997210489,1,1.02913305580513
"UniRef90_L1NQ05",0.00233302153236151,0.709238545837899,2.74448590166036
"UniRef90_U2BYZ5",0.0182037274605605,1,1.15681771257358
"UniRef90_U2C1G8",0.0289395890703096,1,1.27064047306393
"UniRef90_U2KZ56",0.0289395890703096,1,1.27064047306393
"UniRef90_U2LXT4",0.00101087309729616,0.310338040869922,2.17729803134813
"UniRef90_U2Q999",0.0345652000220639,1,1.32874722306498
"UniRef90_UPI0004E12320",0.0363597642555564,1,1.34733350437178
"UniRef90_W2CIW7",0.0279296518880909,1,1.26018238295869
"UniRef90_W2VC95",0.024256840853915,1,1.22188156706217
"UniRef90_X8H3M8",0.0245862096124844,1,1.22534002145305
