"Taxon","pval","qval","lfc"
"UniRef90_C7NBR1",0.000872543927746814,0.15618536306668,-1.65797996962781
"UniRef90_E7RVW1",0.00212192994501047,0.36285002059679,-2.91548818854946
"UniRef90_W1Q1S0",0.0133355401348405,1,-2.07466481746404
"UniRef90_A0A0R3PIN0",1.79537110714822e-06,0.000328552912608124,-1.05050719259452
"UniRef90_A0A250FAN4",0.0387197209509255,1,-1.59596491698639
"UniRef90_A0A2N6TM57",0.00710448676429854,1,2.50905908417756
"UniRef90_A3CQ47",0.00986583970361667,1,-2.12271541437374
"UniRef90_C2M370",0.00543158240900207,0.907074262303346,-2.20281146037487
"UniRef90_C8NDE1",0.0420318753738885,1,-1.39316760720332
"UniRef90_D2ZT22",0.0215298715054385,1,-2.21000077993642
"UniRef90_E0DE64",0.000763484381340721,0.13742718864133,-1.90625586619697
"UniRef90_E7RTK7",0.00114320233190079,0.202346812746439,-1.72070599440484
"UniRef90_E7RTR9",0.000134777345289465,0.0245294768426826,-1.58878141276843
"UniRef90_E7RXG0",0.0101849654749865,1,-2.0414413082871
"UniRef90_E7RY83",0.0143730208229678,1,-2.43688807832891
"UniRef90_E7RYK2",0.00746269800175632,1,-1.95723566273313
"UniRef90_F0IAB6",0.00780622040538265,1,-1.7175575399804
"UniRef90_F0IIV1",0.00197945945496624,0.340467026254193,-1.35371836624685
"UniRef90_F3UU36",0.00175079191814997,0.302887001839944,-1.42270049330537
"UniRef90_J6HZ39",0.0380624010276447,1,-1.9148566556255
"UniRef90_L1NU03",0.0211543044233063,1,-2.13495345275172
"UniRef90_L1NXW0",0.000945846659153795,0.168360705329376,-1.81573985052158
"UniRef90_L1NY42",0.00168716147344524,0.293566096379471,-2.05320949755753
"UniRef90_L1PBM2",0.00414797464582183,0.696859740498067,-2.2740602915803
"UniRef90_L1PMK0",1.35258416305075e-08,2.48875486001338e-06,-3.36076662880514
"UniRef90_L1PQP4",0.0175923526789282,1,-1.19772381096909
"UniRef90_L1PSR8",0.00259251063945186,0.440726808706816,-1.95262013881613
"UniRef90_L1PUU1",0.0014285780735117,0.250001162864547,-1.97952062839377
"UniRef90_U2AXI3",0.000701362056160002,0.12694653216496,-1.84525954118898
"UniRef90_U2AZB2",0.00369588347202376,0.624604306772016,-2.18611893218117
"UniRef90_U2FF01",0.00118389162146641,0.208364925378088,-1.86755963139646
"UniRef90_W1Q1L8",0.0205345816063719,1,-3.35734688389192
