"Taxon","pval","qval","lfc"
"UniRef90_A0A2B7YNI3",0.0100301336020067,1,-1.13163973457657
"UniRef90_A0A2C5ZYQ6",0.032312992084923,1,0.949502892048433
"UniRef90_A0A2C6C3I1",0.0105840746545693,1,1.23415532224374
"UniRef90_A0A2N6TM57",0.0141426417565086,1,1.54902120216471
"UniRef90_A5TWG4",0.0241629195849898,1,1.24957727300403
"UniRef90_J6IUG2",0.0427967778479542,1,0.759200440087524
"UniRef90_U1R9S4",0.0292278217119935,1,-1.37085060380843
"UniRef90_U2PKD9",0.0346276321816081,1,-1.66542394088954
"UniRef90_W2CII2",0.0215624128502274,1,-1.01361461645865
"UniRef90_X8HWZ7",0.0489952514253879,1,0.722418759029508
