"Taxon","pval","qval","lfc"
"UniRef90_A0A096ASI9",0.389795843684369,1,-0.555138959606753
"UniRef90_A0A1B8QRH7",0.348351836916388,1,0.3995447355025
"UniRef90_A0A250FRI5",0.00538438297395523,0.737660467431867,0.878574294570876
"UniRef90_A0A2C6BMA4",0.136864811407066,1,-1.42004566380398
"UniRef90_A0A2G9FKU6",0.937324877309324,1,-0.0603879570809724
"UniRef90_A0A2N6TFM9",0.00389969850533782,0.542058092241956,1.38953236031628
"UniRef90_A0A2T5XT42",0.68446896001661,1,0.140713129896668
"UniRef90_A5TTJ2",0.00804546548466009,1,0.940582605760832
"UniRef90_C4GHH1",0.998451258185313,1,0.00115918683834099
"UniRef90_D2ZSX1",0.900238433906679,1,0.0875528400694814
"UniRef90_E1KT92",0.331113271882381,1,-0.77265462019208
"UniRef90_E8KF34",0.26700558832231,1,-0.305375074745913
"UniRef90_F0IDH7",0.0169198186374834,1,0.759946160946163
"UniRef90_G5GED9",0.49978875640907,1,0.331198996579136
"UniRef90_J5VG22",0.227367005772268,1,-0.41020003299436
"UniRef90_L1NTW7",0.557368894116606,1,0.240891714097263
"UniRef90_L1NXR5",0.0323388152504996,1,0.785349798375827
"UniRef90_L1P5L4",0.461783561780263,1,-0.476461633102454
"UniRef90_L1P8P6",0.155995134404262,1,-1.05091177563849
"UniRef90_L1PPR7",0.0431109819518818,1,-1.25231905147515
"UniRef90_Q9F257",0.839693494329614,1,-0.126766078918993
"UniRef90_Q9F266",0.544782645374881,1,0.360865990418467
"UniRef90_S4W8X7",0.528851697758598,1,0.341510789661363
"UniRef90_U1PUH2",0.810659852026984,1,-0.155859517250819
"UniRef90_U1QIV9",0.00221069846959509,0.309497785743313,1.01021622391548
"UniRef90_U2BY07",0.546770407178181,1,-0.389629842760147
"UniRef90_U2KL13",0.582806854483013,1,0.340523551463273
"UniRef90_UPI00025E28F5",0.761483300660067,1,-0.256297911394885
"UniRef90_W2CTK3",0.501277293871996,1,0.332733331668126
"UniRef90_W2CV44",0.461048139678745,1,0.282420310593742
"UniRef90_W2CZS0",0.280913768878102,1,0.586258027223991
"UniRef90_A0A069QGQ9",0.99930880536773,1,0.00087594408863062
"UniRef90_A0A0K8RT54",0.889097473723357,1,-0.0845365553642057
"UniRef90_A0A0R3PIN0",0.147305691203175,1,0.82359096892501
"UniRef90_A0A0S2ZM78",0.0547517681710362,1,-1.29574841388261
"UniRef90_A0A0T7ANP6",0.835597784707895,1,0.149852872497613
"UniRef90_A0A0X8JSY8",0.361983124547805,1,0.850907327230173
"UniRef90_A0A134A2L4",0.788877788733291,1,-0.222189448667668
"UniRef90_A0A134A313",0.859708070889834,1,-0.11659309189004
"UniRef90_A0A222PBB6",0.818260420642482,1,-0.168308874090529
"UniRef90_A0A241Q2B3",0.404591805164615,1,0.609436397510247
"UniRef90_A0A241Q4K7",0.897661911352533,1,0.121926086710433
"UniRef90_A0A241Q4L3",0.000838173345809976,0.118182441759207,1.40586494927427
"UniRef90_A0A250FBH3",0.299269328718843,1,-0.399227263902097
"UniRef90_A0A250FNZ8",0.474076728370345,1,0.341397029623759
"UniRef90_A0A2B7YJP5",0.86607895446514,1,0.0950796464977417
"UniRef90_A0A2B7YS72",0.499303008899554,1,-0.419805092489004
"UniRef90_A0A2B7YWT3",0.935230896198251,1,0.0510611769981074
"UniRef90_A0A2B7YY17",0.712221142186843,1,0.305250822609906
"UniRef90_A0A2C5ZYQ6",0.0375360347087887,1,1.2308211057798
"UniRef90_A0A2C6BV61",0.0232551036267761,1,1.56145693077462
"UniRef90_A0A2C6C3I1",0.00726475181567398,0.988006246931662,1.09681895694777
"UniRef90_A0A2D3L920",0.26163438261504,1,-1.49706615027853
"UniRef90_A0A2D3NWG9",0.494642457374642,1,-0.437909641092264
"UniRef90_A0A2G9FAK1",0.00425328083082402,0.586952754653715,1.06697447407683
"UniRef90_A0A2N6TLH8",0.510853067466129,1,-0.684767675890657
"UniRef90_A0A2N6TM57",0.258235228076753,1,-0.896207512457595
"UniRef90_A0A2N8NDD8",0.286711720535363,1,0.336913190868137
"UniRef90_A0A323TX70",0.597658633355616,1,0.45951015808391
"UniRef90_A5TSM3",0.759117223247084,1,0.166998424661493
"UniRef90_A5TV72",0.0110109395778836,1,1.61633815178774
"UniRef90_A5TVF0",0.079745008217261,1,-0.803194926122625
"UniRef90_A5TWG4",0.908784477700034,1,0.0840496193738531
"UniRef90_C2M4X0",0.255959381000982,1,0.669366305258853
"UniRef90_C8NB72",0.556963792271088,1,0.25968647800844
"UniRef90_C9LKJ6",0.956075445821732,1,0.0360491378965979
"UniRef90_C9MWN9",0.272639447767156,1,0.521618127102904
"UniRef90_C9MZ41",0.599812827202512,1,0.185937331663496
"UniRef90_D2ENY9",0.727210948503911,1,0.255975283725797
"UniRef90_D3IF56",0.532762872257011,1,0.268887157421066
"UniRef90_D3IKE1",0.378367035854076,1,0.33183231644183
"UniRef90_D3IKU4",0.695788347872524,1,0.318923990070708
"UniRef90_D3IMD8",0.0155632581586261,1,0.793742259783732
"UniRef90_D3QZD1",0.690751802073984,1,-0.238266932243582
"UniRef90_D4CSV9",0.323804630894315,1,0.308601946236121
"UniRef90_D7NFI9",0.402511187181335,1,-0.665846114219321
"UniRef90_E0DFE6",0.625970258712114,1,-0.318817709520149
"UniRef90_E0DHH0",0.398587019549264,1,0.581579693892237
"UniRef90_E0DHT7",0.589096723297376,1,0.32275032709473
"UniRef90_E7RY83",0.012107387115915,1,1.02938182081646
