"Taxon","pval","qval","lfc"
"UniRef90_A0A0F7Z8Y0",0.662522210207966,1,-0.114989717165268
"UniRef90_A0A1B8QRC9",0.88236493534321,1,-0.0431123732066299
"UniRef90_A0A1B8QRH7",0.911460270331737,1,-0.0332732211390807
"UniRef90_A0A250FRI5",0.398384325133758,1,0.301803076687587
"UniRef90_A0A2K9HFI3",0.747090169617719,1,-0.0944446494918559
"UniRef90_A0A2N6TFM9",0.409019888561504,1,0.381128642050174
"UniRef90_C8PQ97",0.684025056599432,1,-0.103833901667168
"UniRef90_C9MVA3",0.668345843972494,1,-0.115944548112091
"UniRef90_E1KT92",0.266604742692327,1,0.559715353073271
"UniRef90_G9ZG61",0.811897364615285,1,-0.0717761213485874
"UniRef90_J5VG22",0.411235719934909,1,0.21645450430481
"UniRef90_L1NXR5",0.822635548231457,1,0.0672850826373377
"UniRef90_L1P5L4",0.165513564122196,1,-0.589860859206644
"UniRef90_L1P8P6",0.0906028360925213,1,-0.570196182934641
"UniRef90_L1PPR7",0.544243306973948,1,-0.366226162579329
"UniRef90_Q9F257",0.915460676787036,1,-0.0353466780627716
"UniRef90_S4W8X7",0.737289297010778,1,-0.100240719312926
"UniRef90_U1QIV9",0.215277594255801,1,0.329508052250765
"UniRef90_U1QYG9",0.633777007098764,1,0.126385707607345
"UniRef90_U1R1G6",0.689285492528148,1,-0.197584713075632
"UniRef90_U1SCT2",0.218601541168106,1,-0.74180456406925
"UniRef90_U2AV38",0.797605485436482,1,-0.0686459206041282
"UniRef90_U2KL13",0.647337151998007,1,0.198805312195267
"UniRef90_U2PVL1",0.994803672861669,1,0.00199573665007657
"UniRef90_U2R544",0.0435594153927002,1,-0.760149671024889
"UniRef90_UPI00025E28F5",0.771413216698655,1,-0.173427116667085
"UniRef90_UPI00066D2D1E",0.988937732549411,1,-0.00414561576368233
"UniRef90_V2Y5D6",0.764824479249567,1,-0.0906639913991144
"UniRef90_W2CTK3",0.247285205905417,1,-0.483670630031302
"UniRef90_X8HL68",0.752322962648118,1,-0.0881160409775432
"UniRef90_A0A069QGQ9",0.598619557888279,1,0.272683348404927
"UniRef90_A0A0K8RT54",0.681761962497367,1,-0.205012721516885
"UniRef90_A0A0M4GJK6",0.0690306534094091,1,-0.597879921963737
"UniRef90_A0A0R3PIN0",0.32135792831316,1,-0.522778629980915
"UniRef90_A0A0S2ZM78",0.235695834673618,1,1.03458490360239
"UniRef90_A0A0X8JSY8",0.289424137280636,1,0.937064287094159
"UniRef90_A0A134A108",0.102698483509001,1,-0.822649157359349
"UniRef90_A0A134A2L4",0.637981087191741,1,0.220351274459562
"UniRef90_A0A134A313",0.00886296552574432,1,-1.19458691807353
"UniRef90_A0A134AMZ8",0.668118526724569,1,0.0999539914169872
"UniRef90_A0A222PBB6",0.392994375046749,1,0.378229909112848
"UniRef90_A0A241Q2B3",0.00243271846117213,0.340580584564098,1.48380852349746
"UniRef90_A0A241Q4K7",0.931914213446745,1,0.0596609651224652
"UniRef90_A0A241Q4L3",0.28380764029788,1,-0.684179131026361
"UniRef90_A0A246EF94",0.89818299944012,1,-0.0412412062093588
"UniRef90_A0A250FBG1",0.559045645804367,1,0.149151069654903
"UniRef90_A0A250FBH3",0.789171090081894,1,0.0885174823164102
"UniRef90_A0A250FBX2",0.807047836423387,1,0.0660106638443393
"UniRef90_A0A250FNZ8",0.0639049201772232,1,0.52184222089483
"UniRef90_A0A2B7YJP5",0.510759588560855,1,0.344193560029161
"UniRef90_A0A2B7YNI3",0.0573096379260953,1,-0.853906336466225
"UniRef90_A0A2B7YS72",0.0981140667748623,1,0.52866881441304
"UniRef90_A0A2B7YY17",0.643425226467751,1,0.145818328616908
"UniRef90_A0A2C5ZYQ6",0.0240699612778284,1,0.800777825043301
"UniRef90_A0A2C6BV61",0.41943348730341,1,-0.397742604811805
"UniRef90_A0A2D3L920",0.649000294784034,1,-0.272183505542919
"UniRef90_A0A2G9F7T9",0.400972092285897,1,-0.358257830749293
"UniRef90_A0A2N6TLH8",0.432122229536239,1,0.813467441320834
"UniRef90_A0A2N6TM57",0.000215786556884485,0.0304259045207123,1.67579495250332
"UniRef90_A0A323TX70",0.27772416544399,1,-0.78042938698522
"UniRef90_A5TSM3",0.123753510625317,1,0.667317740103099
"UniRef90_A5TV72",0.417959654190368,1,0.512272990916837
"UniRef90_A5TVF0",0.277975790617331,1,0.332422296745148
"UniRef90_A5TWG4",0.0674080204747672,1,0.94038837511105
"UniRef90_C2M4X0",0.131741768890589,1,-0.834976104034008
"UniRef90_C9MZ41",0.953016816299157,1,-0.0192223965976868
"UniRef90_C9MZK9",0.667934219231412,1,-0.110378767005205
"UniRef90_D3IF56",0.61974382360442,1,0.138205973193504
"UniRef90_D3IKE1",0.66636016854533,1,-0.176570427368173
"UniRef90_D3IKU4",0.00626865963073163,0.871343688671696,1.18184976035822
"UniRef90_D3IMD8",0.426561646494538,1,-0.353562186467832
"UniRef90_D3QZD1",0.898876356146979,1,0.0339060149683972
"UniRef90_D7NFI9",0.449859796176768,1,-0.383232140808077
"UniRef90_E0DFE6",0.115975850300335,1,-1.30243576214631
"UniRef90_E0DHI2",0.0597716638747461,1,-1.32253798249822
"UniRef90_E0DHT7",0.950287990548443,1,0.0356774365084246
"UniRef90_E7RY83",0.187778629594802,1,-0.849389978637099
"UniRef90_F7L2Y4",0.35230087074928,1,0.468562260537492
"UniRef90_F9EJN4",0.0116457693357919,1,1.06693220502509
"UniRef90_G6AGG7",0.516752676369753,1,-0.16092858805102
"UniRef90_G6C504",0.0177773345099553,1,1.80313890885919
"UniRef90_J4VLQ5",0.755765196456826,1,0.0786059338627432
"UniRef90_J4X3C5",0.00867585769684063,1,1.14969919242447
"UniRef90_J4X4D7",0.939976666036967,1,0.0377221007779869
"UniRef90_J5UUN7",0.538404217572064,1,0.433115176109245
"UniRef90_J5W1Y2",0.826953634062948,1,0.148977626739451
"UniRef90_J5XQL6",0.23321400070333,1,0.549563090369887
"UniRef90_J6HXM3",0.780997580859628,1,0.219371008927184
"UniRef90_J6HZ39",0.454170765795329,1,0.592865543794187
"UniRef90_J6I625",0.477967999066671,1,0.22505742920157
"UniRef90_J6ILZ2",0.166979168369824,1,0.481771889664952
"UniRef90_J6IUG2",0.307031755132158,1,0.326624531020881
"UniRef90_K1GXY7",0.458995216084411,1,0.247685313847325
"UniRef90_L1NPP8",0.121260169123409,1,-0.633183737449194
"UniRef90_L1NQ05",0.31983412732019,1,-0.614100029406204
"UniRef90_L1NU03",0.00888476871476509,1,-1.45453452263277
"UniRef90_L1NXW0",0.558529064093138,1,-0.320286193638623
"UniRef90_L1P0B5",0.849692145706897,1,-0.0527787230034771
"UniRef90_L1P8R8",0.636090323563184,1,0.149599993477412
"UniRef90_L1PAT5",0.823792915217161,1,-0.0681151778761901
"UniRef90_L1PBM2",0.184495461570351,1,-0.665671745534553
"UniRef90_L1PDL4",0.773055253777629,1,-0.0834267671052991
"UniRef90_L1PHN3",0.830181657910678,1,-0.0704823568302951
"UniRef90_L1PKY8",0.9413618515751,1,0.0180211993355929
"UniRef90_L1PNE1",0.512290619451387,1,-0.12111833320544
"UniRef90_L1PQ39",0.172854231009549,1,-0.527697813193368
"UniRef90_L1PQP4",0.709088095438397,1,0.163189577557039
"UniRef90_L1PS04",0.735040395308553,1,0.101810680330784
"UniRef90_L1PTL1",0.00816828146758908,1,-1.39893084002446
"UniRef90_L1PUB1",0.0110706484367455,1,-1.0490933524923
"UniRef90_L1Q3K9",0.802310597055345,1,-0.0619700656712734
"UniRef90_Q7P652",0.995361951488693,1,0.00168833220517883
