"Taxon","pval","qval","lfc"
"UniRef90_A0A0F2CLW3",0.970325670024292,1,-0.0141094802742855
"UniRef90_A0A0K1F006",0.514903166287408,1,-0.400773472297082
"UniRef90_A0A0K1FGF7",0.889741386408954,1,-0.0423419334694213
"UniRef90_A0A0M4GNK5",0.453282003342067,1,-0.580644696775541
"UniRef90_A0A0M5JUP1",0.465586559415881,1,-0.536341585297644
"UniRef90_A0A134A9A2",0.734810112225812,1,-0.128012693523803
"UniRef90_A0A1F0TVC6",0.681580930770172,1,-0.258016289377863
"UniRef90_A0A1Q8V4Y7",0.371855879273422,1,1.03517200202728
"UniRef90_A0A2C6A320",0.716972501632224,1,-0.214209454433734
"UniRef90_A0A2N8NE11",0.0839238165610657,1,1.12320606700993
"UniRef90_A0A2X0U2S5",0.694253343540452,1,-0.215905433404295
"UniRef90_A0A3C0BI19",0.0656123095814422,1,0.961474716707431
"UniRef90_A7BAZ1",0.705896101853864,1,-0.203138921974299
"UniRef90_B9D2N3",0.0327753612370574,1,1.14989163238732
"UniRef90_C0E284",0.0981032035232653,1,1.22715808960504
"UniRef90_C4GFY5",0.798765959299179,1,-0.132806957825385
"UniRef90_E6KT84",0.608261762820936,1,-0.245915219519631
"UniRef90_E7N0X4",0.594737674238857,1,-0.406556317028154
"UniRef90_E7N2G7",0.915031419500022,1,-0.0485319429649078
"UniRef90_E7N3N6",0.642489951724437,1,-0.319374846732958
"UniRef90_E7N3V3",0.595000183047244,1,-0.406013961748714
"UniRef90_E7N400",0.944305862253309,1,0.024319678004537
"UniRef90_E7RVW1",0.788964068753859,1,-0.157880520209852
"UniRef90_E7RXF4",0.717053943230363,1,-0.239654581375142
"UniRef90_E7RZF9",0.778965842144288,1,-0.134701887774156
"UniRef90_E7S0K7",0.845867475631353,1,-0.0950007213734548
"UniRef90_F0YW75",0.841033553847558,1,0.0704465088602122
"UniRef90_F9HHT9",0.683809533355822,1,-0.258674791363253
"UniRef90_G1WBP3",0.477671218883103,1,0.169391229042955
"UniRef90_G9YJV8",0.43314541991218,1,-0.666497039535314
"UniRef90_G9YJW2",0.134712921827436,1,1.86315923854975
"UniRef90_G9ZDE5",0.10342461327918,1,1.28950907158504
"UniRef90_G9ZH39",0.909104987999324,1,-0.0522934381297514
"UniRef90_G9ZJL7",0.108141008699288,1,1.40021723586972
"UniRef90_H1LUP6",0.0271265634846174,1,-1.40241636981304
"UniRef90_I0R4I6",0.818244087335426,1,-0.0768466827683938
"UniRef90_I0R6Y7",0.637280620400011,1,-0.323255211602082
"UniRef90_I0RBR9",0.0787821751028879,1,1.64224462767313
"UniRef90_J0N2U1",0.623335929998873,1,-0.309407662281641
"UniRef90_J0SP23",0.443182809308106,1,0.178297799346392
"UniRef90_J3C4C3",0.0996022857800629,1,1.29161374799782
"UniRef90_J4KDX8",0.0468602059832068,1,1.28534495330485
"UniRef90_J5GL04",0.93043953779396,1,0.02999150130441
"UniRef90_J6IVD7",0.945499088198982,1,-0.0296385292603847
"UniRef90_L1MHZ4",0.0949388212065866,1,1.23781500083099
"UniRef90_L1MMI0",0.668474534606107,1,-0.309407662281642
"UniRef90_L1MNB5",0.11266315820464,1,1.41068029746887
"UniRef90_L1NIT5",0.0483580069312205,1,1.30018813270138
"UniRef90_U1PZP5",0.132026233104339,1,1.8044925141208
"UniRef90_U1QD71",0.980637674451508,1,-0.00669662021416512
"UniRef90_U1QDI6",0.715559121364997,1,-0.218871893163844
"UniRef90_U1RIG8",0.61229763398587,1,-0.240970885845939
"UniRef90_U1RIV9",0.525029373957885,1,-0.378987398457583
"UniRef90_U1RUD6",0.617729885778936,1,-0.234479117108123
"UniRef90_U2PX05",0.0837260107905633,1,1.70842422187191
"UniRef90_U2SRQ4",0.108000464649666,1,1.34728271307358
"UniRef90_U7V4D6",0.00983356451742962,1,2.23332566627683
"UniRef90_UPI000307AF32",0.914004656587807,1,-0.0485319429649081
"UniRef90_UPI00036A705E",0.0419438223721153,1,1.23737808582432
"UniRef90_UPI0009F84078",0.604650395077507,1,0.590093976787638
"UniRef90_UPI0009F8505A",0.57513117434098,1,0.587801218780302
"UniRef90_UPI0009F88094",0.225464234097967,1,-0.734653145880774
"UniRef90_UPI0009FC0E6D",0.729953728717747,1,-0.202422225345151
"UniRef90_UPI000D111C8C",0.129837491368438,1,1.75915268314421
"UniRef90_UPI000D31E26D",0.117346345028173,1,1.47961157871091
"UniRef90_W1Q1S0",0.107708278929687,1,1.39436067878031
