"gene_family","SRR23351002","SRR23351003","SRR23351004","SRR23351005","SRR23351006","SRR23351007","SRR23351008","SRR23351009","SRR23351010","SRR23351011","SRR23351012","SRR23351013","SRR23351014","SRR23351015","SRR23351016","SRR23351017","SRR23351018","SRR23351019","SRR23351020","SRR23351021","SRR23351022","SRR23351023","SRR23351024","SRR23351025"
"UniRef90_J6HZ39",52.5156003417,0,0,0,50.9954316772,0,56.9198403485,0,0,0,0,0,0,9.5465937571,18.018018018,0,0,43.1386234471,32.004032004,0,0,0,0,0
"UniRef90_J6I625",0,0,0,0,0,0,0,0,0,0,0,0,29.9022402053,0,10.1012677601,0,0,0,9.900990099,0,0,0,0,0
"UniRef90_J6ILZ2",0,0,0,0,33.0601092896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.1803278689
"UniRef90_J6IUG2",0,0,0,0,23.6006683375,0,11.9404049045,35.9281437126,0,0,0,0,0,0,22.9915433404,0,0,0,0,0,11.6279069767,0,0,0
"UniRef90_K0XIQ7",0,0,0,14.8700939746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0094336966
"UniRef90_K1GVD4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.025748757
"UniRef90_K1GXY7",0,0,0,0,17.2002107829,0,0,0,17.0324427917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.2320056789
"UniRef90_L1M8I9",257.2463768116,0,0,0,0,400,0,0,74.0740740741,0,0,0,0,0,0,0,551.7424858238,0,0,0,47.619047619,0,0,0
"UniRef90_L1M9B3",0,0,0,0,0,41.6666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UniRef90_L1MBX8",0,0,0,0,0,13.0718954248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.2311348782,0,0
"UniRef90_L1MCG2",0,0,0,0,0,0,0,0,0,0,0,0,7.1174377224,0,0,0,0,0,40.5367802734,0,0,0,0,0
"UniRef90_L1MFV8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.6635767716,0,0,0,0,18.4496521039,0,0
"UniRef90_L1NIF8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.7058823529,0,0,0,0,0,0
"UniRef90_L1NPP8",0,0,0,0,20.202020202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UniRef90_L1NQ05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.641025641,35.7142857143,0,0,0,0,0,0,0,0
"UniRef90_L1NR45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.756097561,0,10.101010101,0,0,0,0,0
"UniRef90_L1NSG6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5995914198,0,0,0
"UniRef90_L1NTI4",0,0,0,0,0,0,0,0,0,0,0,0,113.0741945663,0,0,0,0,0,0,0,0,0,0,0
"UniRef90_L1NU03",13.8409961686,0,0,0,13.7937595129,0,0,0,0,0,0,0,41.8249208729,0,0,0,0,51.3491501151,48.2784729385,0,27.6340996169,0,0,49.9796428334
"UniRef90_L1NWR4",0,0,0,0,0,0,0,0,0,0,9.5693779904,0,18.5185185185,0,0,0,0,0,0,0,51.0230510231,0,0,9.6618357488
"UniRef90_L1NXW0",0,0,0,0,31.0352233677,0,0,0,0,0,0,5.1282051282,0,0,0,0,0,0,0,0,0,0,10.3092783505,5.0505050505
"UniRef90_L1NY42",13.6054421769,0,0,0,41.6666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0845070423,0,0,0
"UniRef90_L1NZ00",0,0,0,0,0,0,0,7.9365079365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UniRef90_L1NZV5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.641025641,0,0,0,0
"UniRef90_L1P0B5",0,0,0,0,0,0,0,0,0,18.8696039163,0,0,18.8696039163,0,0,0,0,0,0,0,0,0,0,0
"UniRef90_L1P1D7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.4545454545,0,0
"UniRef90_L1P504",0,0,0,0,9.8039215686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UniRef90_L1P7A6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.7868852459,0,0,0
"UniRef90_L1P808",0,0,0,0,201.6806722689,0,0,0,0,0,90.9090909091,0,77.9220779221,0,0,0,0,0,0,0,154.4117647059,0,0,0
"UniRef90_L1P8P3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.2807924203,0,0,0
"UniRef90_L1P8R8",0,0,0,0,0,0,5.6818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4644808743,0
"UniRef90_L1P8V0",0,0,0,0,79.9455701464,0,0,0,0,0,0,0,11.1111111111,0,0,0,0,0,20.202020202,0,0,0,0,0
"UniRef90_L1P9H9",0,0,0,0,52.7698394894,0,47.123015873,0,0,0,0,0,47.123015873,0,0,0,0,0,0,0,53.4798534799,0,0,0
"UniRef90_L1PA68",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.8753808272,0,0,0
"UniRef90_L1PAQ8",0,0,0,0,48.7804878049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UniRef90_L1PAT5",0,0,0,0,0,0,0,0,0,0,0,0,7.4211758227,0,0,0,0,0,0,0,0,0,0,0
"UniRef90_L1PAV3",0,0,0,0,19.5953625824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UniRef90_L1PBM2",0,0,0,0,55.5555555556,0,151.6061516062,0,0,0,0,0,0,0,0,0,0,33.3333333333,27.7777777778,0,0,0,135.6487279068,0
"UniRef90_L1PD44",0,0,0,0,0,0,0,0,0,0,0,0,0,45.9776864357,0,0,15.3846153846,0,0,0,0,0,0,0
"UniRef90_L1PDL4",0,0,0,0,0,0,0,0,0,0,0,0,0,10.2564102564,0,0,0,0,0,0,0,0,0,0
"UniRef90_L1PEX8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.8700939746,42.4533013685,0,0,0,0,0
"UniRef90_L1PHN3",0,0,0,0,0,0,23.6694677871,0,11.7647058824,0,0,0,0,0,0,0,0,0,11.9047619048,0,0,0,0,0
"UniRef90_L1PJ83",0,0,0,0,0,0,0,0,0,0,0,0,25.3164556962,10.752688172,0,0,0,0,0,0,0,0,0,24.6913580247
"UniRef90_L1PKY8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.7527771394,0
"UniRef90_L1PLK1",0,0,0,0,0,0,0,0,0,0,13.2450331126,0,13.986013986,0,0,0,0,0,13.7931034483,0,0,0,0,0
"UniRef90_L1PME0",0,0,0,0,0,0,0,0,0,0,0,25.9915611814,0,22.7966486978,0,0,0,0,0,0,0,0,19.6078431373,0
"UniRef90_L1PMK0",14.3968376772,0,0,0,38.7868309887,0,0,0,0,0,0,18.7153775777,0,0,0,0,0,14.589001849,84.3883886951,0,35.3564369982,0,29.7639904726,46.6985620902
"UniRef90_L1PNE1",0,0,0,0,2.1367521368,0,4.2735042735,0,0,0,0,0,36.4066193853,0,0,0,0,4.2735042735,8.5653497671,0,0,0,0,12.6251788269
"UniRef90_L1PPT0",0,0,0,0,0,0,47.619047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UniRef90_L1PQ39",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.9742015216,0,0,0,0,0
"UniRef90_L1PQN5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1344521027
"UniRef90_L1PQP4",0,0,0,0,9.5693779904,0,9.5465937571,0,0,0,0,4.7619047619,9.009009009,0,0,0,0,0,0,0,0,0,9.5012412548,0
"UniRef90_L1PS04",0,0,0,0,0,16.8856725703,0,0,0,0,0,0,22.4719101124,0,17.8571428571,0,0,0,0,0,0,0,0,0
"UniRef90_L1PSR8",0,0,0,0,13.1578947368,0,19.6078431373,0,0,0,0,0,0,0,0,0,0,26.4912280702,46.2932082682,0,0,0,0,26.6666666667
"UniRef90_L1PTL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6733185514
"UniRef90_L1PUB1",0,0,0,0,0,0,9.6153846154,0,0,0,0,0,17.8571428571,0,0,0,0,0,0,0,0,0,0,0
"UniRef90_L1PUU1",0,0,0,0,20.101010101,0,0,0,0,0,0,20.101010101,0,0,0,0,0,0,19.8097479651,0,0,10.1266471825,32.6030255608,20.101010101
"UniRef90_L1Q3K9",0,0,0,0,11.1111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UniRef90_Q73LQ5",0,0,0,0,0,0,0,0,0,0,0,0,7.104818152,0,0,0,0,0,0,0,0,0,0,0
"UniRef90_Q7P3S4",0,0,0,0,4.6497631436,0,0,0,0,10.848539646,27.027027027,0,0,25.641025641,0,0,0,0,3.1949207905,0,0,0,3.2258064516,0
"UniRef90_Q7P652",0,0,26.8468468468,0,92.8070175439,51.4784342695,0,0,0,49.2185007974,0,0,53.6936936937,105.2677147414,26.4912280702,0,0,0,0,26.6666666667,0,0,0,0
"UniRef90_Q7P7A0",0,0,0,0,32.2580645161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UniRef90_Q7P822",0,0,0,0,31.0134310134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UniRef90_Q9L9V4",0,0,0,0,0,30.6397306397,0,80.1711732182,0,0,0,0,0,0,193.9793509393,0,0,0,0,0,0,0,0,0
"UniRef90_R9RDW5",0,0,0,0,0,0,0,0,0,27.1649200221,0,0,13.5135135135,0,26.263670025,0,0,0,0,0,0,0,0,0
"UniRef90_S2ZQS1",0,28.1690140845,0,29.8507462687,0,27.7777777778,0,0,0,0,30.1479837885,0,0,0,54.7945205479,0,0,0,0,0,0,0,0,0
"UniRef90_S3BAE8",0,0,0,0,9.0095860084,0,0,0,0,0,0,0,0,0,0,0,0,0,19.2664327317,0,0,0,0,0
"UniRef90_U1PWG3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.3203463203,0,0,0,0,0,0,0
"UniRef90_U1PY01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1498420504,0,0,0,0,0,0,0,0
"UniRef90_U1Q130",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7796831618,0,24.1199478488,0,0
"UniRef90_U1Q2Z8",0,0,0,0,0,0,0,0,70.4353476283,12.3456790123,286.8752679086,0,0,0,0,0,0,0,0,553.4247196177,0,0,0,0
"UniRef90_U1Q6C0",0,11.2994350282,11.2363096929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.2650061392,0,0
"UniRef90_U1Q8L8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.873015873,8.4033613445
"UniRef90_U1Q995",0,0,0,0,0,0,0,0,0,23.2898136815,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UniRef90_U1QC08",0,0,0,38.454784899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UniRef90_U1QD23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230.7692307692,0,0,0,0
"UniRef90_U1QF15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.544456855,0,0,0,0,0,0,0,0,0
"UniRef90_U1QG29",0,0,0,0,0,0,0,0,8.2644628099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UniRef90_U1QI67",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.6666666667,0,0,0,0,0,64.2553165539,0,0
"UniRef90_U1QP00",95.8905149656,0,0,0,48.3946803217,0,19.8464435753,0,0,0,0,46.6740222899,44.8327359618,0,55.4763347273,0,55.4452715743,0,76.560915544,7.299065584,0,0,33.5446042824,105.96451653
"UniRef90_U1QQ65",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2208548596
"UniRef90_U1QXW4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.157924706,0,0,0,0,0,0,0,18.5244587009,0
"UniRef90_U1R3T5",0,0,0,0,0,0,0,0,22.1346047836,0,0,0,13.9136087092,0,0,0,0,0,0,0,14.0644250944,0,0,0
"UniRef90_U1R9S4",0,0,0,0,0,0,0,0,0,14.8148148148,29.0460628696,0,0,0,0,14.7058823529,0,0,0,58.2984707125,0,0,0,14.7603485839
"UniRef90_U1RJ19",0,0,0,0,0,0,0,0,0,0,20.1131999191,0,0,0,0,0,0,0,0,0,0,0,0,0
"UniRef90_U1RP32",0,0,0,0,0,0,0,12.0481927711,0,0,0,0,0,0,0,107.3542441963,15.1515151515,0,0,0,0,14.9253731343,0,0
"UniRef90_U1S2R3",0,7.6923076923,0,15.503875969,0,0,0,0,0,0,0,0,0,0,0,0,7.299270073,0,0,0,0,0,0,0
"UniRef90_U1S322",0,0,0,0,0,0,0,41.0027024508,13.6054421769,0,0,0,0,0,25.0156725206,0,0,0,0,0,0,0,0,0
"UniRef90_U1S4U8",0,78.4188034188,249.1112593211,0,0,0,0,0,14.4927536232,0,0,0,0,0,0,0,33.8983050847,0,0,233.3286741233,0,689.7015382371,0,0
"UniRef90_U1S5K2",0,0,0,0,95.2380952381,0,0,0,60.6060606061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UniRef90_U1SAA0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.1767039267,0,0,0,0,0,0,0,0,17.0576468449
"UniRef90_U2A708",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.7583665523,0,0,0,0,0
"UniRef90_U2AFG7",0,0,0,0,21.5053763441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UniRef90_U2AQ36",0,0,0,0,23.5994325063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UniRef90_U2AQQ5",0,0,0,0,14.2973856209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UniRef90_U2AXI3",0,0,0,0,14.0845070423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0845070423,0,0,0
"UniRef90_U2AY52",0,0,0,0,0,0,0,0,0,0,0,0,16.7399804497,0,0,0,0,0,0,0,0,0,0,0
"UniRef90_U2AY97",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.0638895777,0,0,0
"UniRef90_U2AZB2",0,0,0,0,20.8333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.2939760289,0,0,0
"UniRef90_U2BW62",0,0,0,0,0,0,27.1107652756,0,0,0,0,0,15.873015873,0,0,0,0,0,0,0,0,0,0,0
"UniRef90_U2BYZ5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3529411765,0,0,0,0,0,0,0,0,0
"UniRef90_U2C1G8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.752688172,0,0,0,0,0,0,0,0,0
"UniRef90_U2C3C7",0,0,0,0,0,0,0,0,0,0,5.3191489362,0,0,0,0,0,0,0,0,0,0,0,0,0
"UniRef90_U2C4B8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.8067226891,0,0,0
"UniRef90_U2C4U5",0,0,0,0,0,0,11.1731843575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UniRef90_U2CAK8",0,0,0,0,0,0,0,2.5510204082,0,0,0,0,0,0,0,0,0,0,0,7.8397687609,0,0,0,10.3092783505
"UniRef90_U2FF01",0,0,0,0,25.6960493012,0,0,0,0,0,0,0,0,0,0,0,0,8.5288234224,0,0,0,0,0,0
"UniRef90_U2IFD3",0,0,0,0,0,0,0,0,0,37.7492877493,0,0,243.8916965388,0,0,46.2577962578,0,0,170.6289917999,357.1692114024,0,0,0,0
"UniRef90_U2IHK2",0,0,0,0,0,0,0,0,9.5238095238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UniRef90_U2K7S7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.974025974,0,0,0,0,0,0,0,0
"UniRef90_U2KLT3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.3157894737
"UniRef90_U2KZ56",0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.752688172,0,0,0,0,0,0,0,0,22.2222222222
"UniRef90_U2LXT4",0,0,0,17.5438596491,0,0,8.1466733035,0,0,0,0,0,17.5438596491,0,17.5438596491,8.6206896552,0,0,0,8.7719298246,0,0,0,0
"UniRef90_U2M245",0,0,0,0,0,0,0,0,0,25.8740883741,0,0,0,74.2463393626,0,0,0,0,0,0,0,0,0,0
"UniRef90_U2PGQ0",0,82.8903622971,108.2672101119,53.9850716218,0,0,0,0,0,70.399446185,0,0,0,0,0,0,0,0,0,0,12.4546781409,0,0,0
"UniRef90_U2PKD9",0,7.4626865672,0,0,0,217.5969446932,0,75.1102102357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UniRef90_U2PUM3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.8948470779,0,0,0,0,0
"UniRef90_U2PZQ3",0,13.8888888889,0,0,0,0,0,0,0,22.514619883,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UniRef90_U2Q0H3",0,0,14.7361701708,0,0,0,0,0,0,25.6386118409,0,0,0,0,28.7977068985,0,0,0,0,0,0,0,0,0
"UniRef90_U2Q4N4",0,0,0,0,0,0,0,0,0,4.5248868778,0,0,4.5248868778,0,0,0,0,0,0,0,0,0,0,0
"UniRef90_U2Q999",0,0,0,0,0,0,0,0,0,83.5877234771,0,0,13.2794435528,0,12.990831819,0,0,0,0,0,0,0,0,0
"UniRef90_U2QGP4",0,0,0,0,0,0,0,0,0,43.526737998,2.23653453,0,0,0,0,0,0,0,16.7050289461,0,0,0,0,0
"UniRef90_U2QT45",0,79.8068233182,3.3026549123,0,0,19.8693290791,0,0,14.0852055746,13.7931034483,27.397260274,0,10.4455120552,0,14.2857142857,0,0,13.7931034483,0,13.3893827539,0,0,7.1428571429,92.5198832176
"UniRef90_U2R2D9",0,0,0,0,13.6586168593,0,0,55.6203535011,26.6020746083,0,275.3125946117,0,0,13.6165473456,93.9401513419,0,0,0,9.1743119266,0,0,0,0,0
"UniRef90_U2RAS2",0,4648.1114286722,29.5400043601,48639.1316336432,27.721822542,5341.3244822641,231.8255226685,0,35.96740117,286.5217304387,12159.1126622642,887.8754939694,65.0933172048,0,4366.9675991913,68.4876555267,0,69.7940503432,125.3048429999,18747.7381450203,0,55.4756884544,136.4151763131,879.3473622759
"UniRef90_U2RBL3",0,0,0,0,0,45.8015267176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UniRef90_U2RQZ1",0,0,0,0,0,0,0,0,0,0,0,0,5.9523809524,0,0,0,0,0,0,0,0,0,0,0
"UniRef90_U2SNC4",0,0,0,0,0,0,0,0,0,0,25.8182086582,0,0,0,0,0,0,0,27.2893772894,0,0,0,0,0
"UniRef90_U2SSM5",0,0,0,0,0,0,16.5289256198,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8076923077,0,0,52.8489632768
"UniRef90_U2T0U2",0,0,0,0,0,0,15.1515151515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.7619158335
"UniRef90_U2UV33",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.202020202,0,0,0,0
"UniRef90_U2V6P6",0,0,0,0,0,38.8888888889,0,0,0,0,97.0680222669,0,0,0,0,0,0,0,0,0,0,0,0,0
"UniRef90_U2W3H8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.9885057471,0,0
"UniRef90_U2WFD6",0,0,33.8997602726,0,0,0,6.7567567568,0,0,48.5150926699,0,0,20.3168515728,0,0,0,0,0,0,0,0,0,0,0
"UniRef90_U2WLT1",0,0,0,0,0,0,0,0,0,72.3104056437,0,0,125.6510103681,0,0,0,0,0,0,0,33.8983050847,0,0,0
"UniRef90_U7SUE4",0,0,0,0,0,0,0,0,0,16.0789663178,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UniRef90_U7TWS7",0,0,0,0,0,0,0,0,0,0,0,0,15.0921985816,0,0,0,0,0,0,0,0,0,0,0
"UniRef90_U7UVW5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.5555555556,0,0
"UniRef90_U7V3R5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.7523747841,0,0
"UniRef90_U7VAI7",0,0,0,0,0,0,0,0,0,0,0,9.6386101821,0,0,0,0,40.5356672014,0,0,0,0,0,0,0
"UniRef90_UPI0002B6BC8E",0,0,0,0,0,0,0,0,0,0,0,16.6067436547,0,0,0,0,0,0,0,0,0,0,0,0
"UniRef90_UPI0002FC1323",0,0,0,0,0,16.3944270958,0,0,0,0,0,0,0,0,0,0,22.2842954687,0,0,0,0,0,0,0
"UniRef90_UPI00030303B0",0,0,0,0,0,9.3896713615,0,0,6.4030080862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5873015873
"UniRef90_UPI000319827F",0,0,0,0,0,0,0,0,0,0,0,0,8.8495575221,0,0,0,0,0,0,0,0,0,0,0
"UniRef90_UPI0003F91960",0,0,0,0,0,0,0,0,25.0478636415,0,71.2176440716,0,0,0,0,0,0,0,0,115.8693250931,0,111.1626992387,0,0
"UniRef90_UPI0003FA413A",0,0,0,13.6761733663,0,0,0,0,0,0,24.4814731642,0,0,0,0,0,0,0,0,0,0,0,0,0
"UniRef90_UPI0003FD1287",0,0,12.987012987,0,0,0,0,0,0,0,25.641025641,0,0,0,0,0,0,0,0,0,0,0,0,0
"UniRef90_UPI000408F1F8",0,0,0,0,0,0,0,0,23.031622242,0,14.4759989947,0,0,0,0,0,0,0,0,37.3169518662,0,40.084614174,0,0
"UniRef90_UPI00040CC5F8",0,0,0,0,0,5.7142857143,0,0,16.8896491855,11.396011396,76.4864877137,0,0,0,0,0,0,0,0,22.2310767548,0,25.6012427843,0,0
"UniRef90_UPI0004137662",0,0,0,0,0,0,0,0,19.4915620704,0,13.7084950194,0,0,0,0,0,0,0,0,0,0,0,0,0
"UniRef90_UPI0004162510",0,0,0,5.2083333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UniRef90_UPI0004686854",0,0,0,0,0,0,0,0,0,0,0,0,0,7.4074074074,0,0,0,0,0,14.4927536232,0,0,0,0
"UniRef90_UPI000479641D",0,8.8105726872,0,0,0,0,0,8.9285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4444444444,0,0
"UniRef90_UPI000479AA55",0,0,0,4.7619047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UniRef90_UPI00047B1F77",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9019607843,0,0,0,18.96048925,0,0,0,0
"UniRef90_UPI0004A4FB42",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.3110258994,0,0
"UniRef90_UPI0004E12320",0,0,0,0,0,0,0,0,59.1535429099,0,0,0,0,0,13.7931034483,0,0,0,0,0,0,0,0,0
"UniRef90_UPI0005B88DF1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7169811321,0,0,0,0
"UniRef90_UPI00067D5F79",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8139534884,0,0,0,0
"UniRef90_UPI00067DABA4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.082508427,0,0,0,0
"UniRef90_UPI0006AE61CA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1810133984,0,0,0,0,0,0,0,0
"UniRef90_UPI0007E347B6",0,0,0,0,0,41.6292624341,0,0,0,0,6.5279715687,0,0,50.666742484,0,0,0,0,0,58.0451234262,0,13.2648040458,0,0
"UniRef90_UPI0008D991DA",0,0,11.8343195266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UniRef90_UPI00096D13CC",0,0,0,0,0,0,0,0,18.018018018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UniRef90_UPI00098B74EF",0,0,0,0,0,0,0,0,31.5974157109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UniRef90_UPI0009DBB8A0",0,0,0,0,0,0,10.5263157895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UniRef90_UPI0009F878EB",0,0,0,0,0,12.3456790123,0,0,0,0,0,0,0,0,0,23.7558155928,0,0,0,6.2111801242,0,12.4223602484,0,0
"UniRef90_UPI0009F8CB93",0,0,0,0,0,37.701854228,0,0,8.4745762712,16.4304993252,0,0,0,0,25.3702424973,0,0,0,0,1093.4113623468,0,79.3383440087,0,0
"UniRef90_UPI0009F9F956",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.3546746858,0,7.8040515276,0,0
"UniRef90_UPI000A045CC9",0,0,0,0,0,0,0,0,0,0,19.2312960651,0,0,0,0,0,0,0,0,0,0,0,0,0
"UniRef90_UPI000A076990",0,0,0,0,0,8.7467013382,0,0,0,0,99.1559919278,0,0,0,0,0,0,0,0,46.1140722396,0,83.4012715976,0,0
"UniRef90_UPI000BB16949",0,0,0,0,0,0,0,0,0,0,0,4.4642857143,0,0,0,0,0,0,0,0,0,0,0,15.7480314961
"UniRef90_UPI000D0F02A6",0,0,0,0,0,0,0,0,0,0,0,0,9.0497737557,0,0,9.0497737557,0,0,0,0,0,0,0,0
"UniRef90_UPI000D0FF8D8",0,0,0,0,0,0,0,0,4.5662100457,13.8677526524,0,0,0,0,0,9.3023255814,0,0,0,0,0,0,0,0
"UniRef90_UPI000E0D5AAB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5248868778,0,0,0,0,0,0
"UniRef90_UPI000E598125",0,0,0,0,37.3441184358,0,25.0906779004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UniRef90_V2Y0N7",0,0,0,0,0,8.547008547,0,8.4745762712,8.4745762712,0,0,0,0,0,14.8148148148,0,0,0,8.4033613445,0,0,16.9503698915,0,0
"UniRef90_W1Q1L8",0,34.7420664762,0,29.902990299,0,0,0,0,39.603960396,0,0,333.3333333333,0,0,0,0,0,800,0,0,0,10,0,0
"UniRef90_W1Q6C7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.9285714286,0,0,0,0,0,0
"UniRef90_W2C155",0,0,0,0,0,0,0,0,0,0,0,0,35.7171330623,0,0,0,0,0,0,0,0,0,0,0
"UniRef90_W2C822",0,0,0,0,0,0,20.202020202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UniRef90_W2CA56",0,0,0,0,0,0,0,0,0,0,0,0,43.0442523923,0,0,0,0,0,0,0,0,0,0,0
"UniRef90_W2CDB2",0,0,25.5625327054,0,20.4081632653,0,0,0,0,25.3317518776,0,0,70.467032967,0,0,28.7014827305,0,0,0,0,0,0,0,0
"UniRef90_W2CG66",0,0,18.018018018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
